"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.001282347E2,7.138760340E-1,4.044750617E0,1.608608787E0
2.001381897E2,7.714073735E-1,4.193291529E0,1.382370658E0
2.001481447E2,1.113836110E0,4.260452063E0,8.622035229E-1
2.001580997E2,1.616813015E0,4.325690033E0,3.603685784E-1
2.001680547E2,2.125983877E0,4.465775871E0,-1.231809533E-1
2.001780097E2,2.715810646E0,4.597127724E0,-6.710651330E-1
2.001879647E2,3.130597506E0,4.555135360E0,-1.127083635E0
2.001979207E2,3.237510921E0,4.459230498E0,-1.171121354E0
2.002078757E2,3.494258652E0,4.204850889E0,-1.195982400E0
2.002178307E2,4.022936409E0,3.881123303E0,-1.101815477E0
2.002277857E2,4.667543988E0,3.594134942E0,-7.598643851E-1
2.002377407E2,5.115530169E0,3.252621880E0,-2.678211880E-1
2.002476957E2,5.404354556E0,2.718417919E0,3.055813372E-1
2.002576507E2,5.657360653E0,2.183570765E0,8.765888429E-1
2.002676057E2,5.920971846E0,1.808208756E0,1.305338123E0
2.002775617E2,6.208079490E0,1.579552803E0,1.661184465E0
2.002875167E2,6.451166956E0,1.531453022E0,1.941609911E0
2.002974717E2,6.631474037E0,1.794728585E0,2.256181050E0
2.003074267E2,6.802054274E0,2.225509919E0,2.660269114E0
2.003173817E2,7.157939792E0,2.649358209E0,3.058678508E0
2.003273367E2,7.698758124E0,2.888811631E0,3.365750885E0
2.003372917E2,8.273135380E0,2.995446133E0,3.602259064E0
2.003472467E2,8.674306414E0,3.128014791E0,3.762856058E0
2.003572027E2,9.033786800E0,3.133209457E0,3.758660388E0
2.003671577E2,9.490116958E0,2.794550421E0,3.446541864E0
2.003771127E2,1.003116041E1,2.418025401E0,3.019801540E0
2.003870677E2,1.044039417E1,2.224846260E0,2.549701774E0
2.003970227E2,1.074617197E1,2.333118567E0,2.208479172E0
2.004069777E2,1.090587112E1,2.788586846E0,1.884226799E0
2.004169327E2,1.106209469E1,3.262327673E0,1.473348802E0
2.004268877E2,1.126195720E1,3.476614094E0,1.200639342E0
2.004368437E2,1.130474479E1,3.280426560E0,1.207710672E0
2.004467987E2,1.090579160E1,2.615451960E0,1.324538187E0
2.004567537E2,9.946358238E0,1.603470254E0,1.597135234E0
2.004667087E2,8.936848735E0,6.106680000E-1,1.817680660E0
2.004766637E2,8.195659772E0,-1.781716776E-1,2.052855674E0
2.004866187E2,7.570100083E0,-8.997619432E-1,2.147926577E0
2.004965737E2,7.045168052E0,-1.625875615E0,2.045567704E0
2.005065287E2,6.567532979E0,-2.275030573E0,1.919011738E0
2.005164847E2,6.009411567E0,-2.699686364E0,1.805435421E0
2.005264397E2,5.464759802E0,-2.980963749E0,1.788955629E0
2.005363947E2,4.924710379E0,-3.092143877E0,1.897341957E0
2.005463497E2,4.376084261E0,-3.020322527E0,2.062049836E0
2.005563047E2,3.876255496E0,-2.856732636E0,2.225177797E0
2.005662597E2,3.455033190E0,-2.706363884E0,2.375703839E0
2.005762147E2,3.004104105E0,-2.591453233E0,2.473532435E0
2.005861697E2,2.463886868E0,-2.571363369E0,2.517328080E0
2.005961257E2,1.838938213E0,-2.656732718E0,2.545972420E0
2.006060807E2,1.218945658E0,-2.832101240E0,2.557827065E0
2.006160357E2,6.226559615E-1,-3.017125270E0,2.592059004E0
2.006259907E2,1.157041186E-1,-3.189144215E0,2.604998893E0
2.006359457E2,-2.950814921E-1,-3.429340232E0,2.642127542E0
2.006459007E2,-7.868989867E-1,-3.790105837E0,2.564474180E0
2.006558557E2,-1.299261258E0,-4.205680317E0,2.371640024E0
2.006658117E2,-1.770118239E0,-4.612815803E0,2.208809102E0
2.006757667E2,-2.211942624E0,-5.037932355E0,1.990485764E0
2.006857217E2,-2.712250276E0,-5.516898254E0,1.778268088E0
2.006956767E2,-3.233934764E0,-5.976487066E0,1.562322228E0
2.007056317E2,-3.754911153E0,-6.394577018E0,1.410461851E0
2.007155867E2,-4.201630243E0,-6.754012381E0,1.304648298E0
2.007255417E2,-4.764850427E0,-7.143740414E0,1.157763902E0
2.007354967E2,-5.294295339E0,-7.452005038E0,1.075570688E0
2.007454517E2,-5.806264093E0,-7.657917076E0,1.067586973E0
2.007554077E2,-6.248569120E0,-7.782495514E0,1.090454191E0
2.007653627E2,-6.576886185E0,-7.888736499E0,1.004617138E0
2.007753177E2,-6.926507581E0,-8.050689170E0,7.963452367E-1
2.007852727E2,-7.109527770E0,-8.230837206E0,6.323914294E-1
2.007952277E2,-7.218905786E0,-8.403938178E0,4.805838239E-1
2.008051827E2,-7.304488558E0,-8.598328278E0,3.316667895E-1
2.008151377E2,-7.317043700E0,-8.779548694E0,2.543762465E-1
2.008250937E2,-7.318133621E0,-9.080173931E0,1.325973824E-1
2.008350487E2,-7.335190533E0,-9.240275373E0,4.624467842E-2
2.008450037E2,-7.231238734E0,-9.236653608E0,2.553036149E-1
2.008549587E2,-7.206023201E0,-9.313104199E0,6.049391174E-1
2.008649137E2,-7.009559678E0,-9.227434888E0,1.101989651E0
2.008748687E2,-6.577108380E0,-9.099515351E0,1.575361519E0
2.008848237E2,-6.086615279E0,-9.102752370E0,1.838972712E0
2.008947787E2,-5.445471591E0,-9.119552590E0,1.649648055E0
2.009047347E2,-4.737460899E0,-8.985218657E0,8.916745862E-1
2.009146897E2,-3.995446309E0,-8.801415526E0,-2.772523083E-2
2.009246447E2,-3.383310074E0,-8.859733316E0,-8.250503147E-1
2.009345997E2,-2.850472022E0,-8.947556741E0,-1.440759784E0
2.009445547E2,-2.493365605E0,-9.022949570E0,-1.804730247E0
2.009545097E2,-2.220283678E0,-8.998346826E0,-1.759314923E0
2.009644647E2,-1.865802076E0,-8.840058020E0,-1.345098166E0
2.009744197E2,-1.401084672E0,-8.696128807E0,-7.842016661E-1
2.009843757E2,-8.695131272E-1,-8.617917620E0,-3.285316586E-1
2.009943307E2,-1.832049608E-1,-8.321856719E0,-1.695844567E-1
2.010042857E2,6.623585558E-1,-7.994357094E0,-3.543635610E-1
2.010142407E2,1.577210993E0,-7.590470613E0,-8.152831987E-1
2.010241957E2,2.527967089E0,-7.059441106E0,-1.544444951E0
2.010341507E2,3.490643903E0,-6.459804463E0,-2.260165197E0
2.010441057E2,4.435005484E0,-5.718288640E0,-2.814304655E0
2.010540612E2,4.993092982E0,-5.063626775E0,-3.177311497E0
2.010640172E2,5.155464313E0,-4.405621763E0,-3.232729068E0
2.010739722E2,5.088685602E0,-3.777585194E0,-2.782342604E0
2.010839272E2,4.783987779E0,-3.233144512E0,-1.870940609E0
2.010938822E2,4.347410685E0,-2.720047538E0,-8.993322460E-1
2.011038372E2,3.741982960E0,-2.240032648E0,-9.628500380E-2
2.011137922E2,3.207224098E0,-1.648179819E0,6.656085113E-1
2.011237472E2,2.846947321E0,-8.987269861E-1,1.264059412E0
2.011337032E2,2.557069851E0,-1.163987678E-1,1.449909507E0
2.011436582E2,2.278596790E0,6.375032115E-1,1.275156112E0
2.011536132E2,1.991630648E0,1.285386400E0,8.961747495E-1
2.011635682E2,1.801716592E0,1.891849667E0,6.659978628E-1
2.011735232E2,1.663893626E0,2.447139857E0,6.137951640E-1
2.011834782E2,1.493140896E0,2.930551395E0,5.865459696E-1
2.011934332E2,1.271381149E0,3.360400683E0,5.081312994E-1
2.012033882E2,1.075231622E0,3.675697169E0,4.384300768E-1
2.012133442E2,9.916199470E-1,3.872839553E0,3.802784208E-1
2.012232992E2,9.980068606E-1,3.995310654E0,3.837165105E-1
2.012332542E2,1.039554836E0,4.067631356E0,4.654898214E-1
2.012432092E2,1.248680504E0,4.023902954E0,5.242484915E-1
2.012531642E2,1.529350364E0,3.988823753E0,5.212522320E-1
2.012631192E2,1.811163939E0,3.967656832E0,5.825965409E-1
2.012730742E2,2.184490532E0,3.919788601E0,7.327403212E-1
2.012830292E2,2.528231383E0,3.844029737E0,9.514273560E-1
2.012929852E2,2.810637866E0,3.732160222E0,1.223741398E0
2.013029402E2,3.014155469E0,3.529328497E0,1.510392082E0
2.013128952E2,3.246681109E0,3.361084807E0,1.825859453E0
2.013228502E2,3.609678011E0,3.271072184E0,2.169210880E0
2.013328052E2,4.063734772E0,3.046792288E0,2.315316281E0
2.013427602E2,4.676662720E0,2.736617378E0,2.360744469E0
2.013527152E2,5.250483906E0,2.412448327E0,2.334895975E0
2.013626712E2,5.746044788E0,2.142293515E0,2.297298086E0
2.013726262E2,6.123217095E0,1.848055776E0,2.374042207E0
2.013825812E2,6.392541602E0,1.597658122E0,2.582358474E0
2.013925362E2,6.476120533E0,1.606319602E0,2.946071659E0
2.014024912E2,6.476942067E0,1.862338770E0,3.390662655E0
2.014124462E2,6.493342338E0,2.318420421E0,3.797322470E0
2.014224012E2,6.830077640E0,2.686397397E0,4.156088619E0
2.014323562E2,7.485588521E0,2.838721458E0,4.520975926E0
2.014423122E2,8.016340871E0,2.932773921E0,4.801014286E0
2.014522672E2,8.280005858E0,2.989875491E0,4.725015101E0
2.014622222E2,8.532737721E0,2.797262945E0,4.456281163E0
2.014721772E2,8.851298708E0,2.310424939E0,3.938198268E0
2.014821322E2,9.023267074E0,1.729345604E0,3.336283257E0
2.014920872E2,9.282825562E0,1.346713752E0,3.023890791E0
2.015020422E2,9.763201810E0,1.415077643E0,3.064818084E0
2.015119972E2,1.016175680E1,1.896107610E0,3.154179619E0
2.015219532E2,1.046273404E1,2.428431106E0,3.121737220E0
2.015319082E2,1.086479093E1,2.890530127E0,3.119042823E0
2.015418632E2,1.107638295E1,2.997316657E0,3.041471322E0
2.015518182E2,1.112262741E1,2.723933598E0,3.227689937E0
2.015617732E2,1.073063124E1,2.130182762E0,3.497420826E0
2.015717282E2,9.713424463E0,1.358297671E0,3.586062276E0
2.015816832E2,8.539004182E0,5.884819096E-1,3.500702283E0
2.015916382E2,7.758834171E0,-3.510142028E-2,3.430809345E0
2.016015942E2,7.248603795E0,-6.014206284E-1,3.480534360E0
2.016115492E2,6.789751732E0,-1.247652563E0,3.373392026E0
2.016215042E2,6.380661814E0,-1.785940804E0,3.229797274E0
2.016314592E2,5.888052607E0,-2.110886366E0,3.066309124E0
2.016414142E2,5.386891261E0,-2.335699528E0,2.844912490E0
2.016513692E2,4.801230049E0,-2.441732937E0,2.576214219E0
2.016613242E2,4.166752186E0,-2.415985892E0,2.340301287E0
2.016712802E2,3.575021564E0,-2.361413244E0,2.141831585E0
2.016812352E2,3.085724804E0,-2.367798404E0,1.962936022E0
2.016911902E2,2.616058901E0,-2.458657703E0,1.869860044E0
2.017011452E2,2.095383058E0,-2.670195347E0,1.728563247E0
2.017111002E2,1.563347830E0,-2.947716481E0,1.608829812E0
2.017210552E2,1.004524752E0,-3.329159594E0,1.545844774E0
2.017310102E2,4.511290598E-1,-3.751716527E0,1.443965228E0
2.017409652E2,-2.219649839E-1,-4.164669993E0,1.299032632E0
2.017509212E2,-8.212414384E-1,-4.543604943E0,1.197998593E0
2.017608762E2,-1.392816709E0,-4.913455659E0,1.102088980E0
2.017708312E2,-1.910816281E0,-5.292756937E0,1.105623184E0
2.017807862E2,-2.430374136E0,-5.708008651E0,1.013728196E0
2.017907412E2,-2.972561885E0,-6.134146711E0,9.124755442E-1
2.018006962E2,-3.443161004E0,-6.458937905E0,8.909285545E-1
2.018106512E2,-3.912782468E0,-6.712757351E0,7.736415946E-1
2.018206062E2,-4.327291000E0,-6.995801765E0,6.021895373E-1
2.018305622E2,-4.694864518E0,-7.236148056E0,4.269074806E-1
2.018405172E2,-5.236362880E0,-7.508336529E0,1.225634873E-1
2.018504722E2,-5.741937704E0,-7.690051619E0,-6.074562706E-2
2.018604272E2,-6.164669176E0,-7.791713065E0,-1.016935321E-1
2.018703822E2,-6.319947250E0,-7.907181541E0,-4.588770591E-2
2.018803372E2,-6.230104197E0,-8.133959368E0,1.029847435E-1
2.018902922E2,-6.229486147E0,-8.516963103E0,2.483488635E-1
2.019002482E2,-6.304815826E0,-8.810225526E0,4.428670172E-1
2.019102032E2,-6.514405178E0,-9.140175135E0,6.358857986E-1
2.019201582E2,-6.689654417E0,-9.307130098E0,8.516844551E-1
2.019301132E2,-6.700812074E0,-9.422708502E0,1.130207217E0
2.019400682E2,-6.708214649E0,-9.493969104E0,1.282619498E0
2.019500232E2,-6.672044358E0,-9.391121843E0,1.283910563E0
2.019599782E2,-6.484479713E0,-9.164018326E0,1.325581330E0
2.019699332E2,-6.349840556E0,-9.018748931E0,1.198857037E0
2.019798892E2,-6.261426562E0,-8.972161240E0,8.524247126E-1
2.019898442E2,-6.070419077E0,-8.831521086E0,4.043303577E-1
2.019997992E2,-5.805698082E0,-8.780129322E0,-1.160684001E-1
2.020097542E2,-5.487646973E0,-8.837136751E0,-6.535374463E-1
2.020197092E2,-5.036320277E0,-8.950306687E0,-1.216214862E0
2.020296642E2,-4.455901093E0,-9.155418241E0,-1.786847123E0
2.020396192E2,-3.921681930E0,-9.493214228E0,-2.290012894E0
2.020495752E2,-3.687743018E0,-9.763949084E0,-2.570561131E0
2.020595290E2,-3.521651688E0,-9.755743101E0,-2.544990088E0
2.020694840E2,-2.984789582E0,-9.553760392E0,-2.093420148E0
2.020794390E2,-2.121169279E0,-9.130239546E0,-1.319873278E0
2.020893940E2,-1.015145050E0,-8.556044723E0,-6.536053471E-1
2.020993490E2,1.185458654E-1,-7.982083204E0,-4.847389285E-1
2.021093040E2,1.005415283E0,-7.443739414E0,-7.705787500E-1
2.021192590E2,1.795659462E0,-6.926591781E0,-1.239270580E0
2.021292150E2,2.572709983E0,-6.528326814E0,-1.608363204E0
2.021391700E2,3.194690006E0,-6.099180361E0,-1.981291602E0
2.021491250E2,3.655088657E0,-5.505104420E0,-2.208052472E0
2.021590800E2,4.055617667E0,-4.819139193E0,-2.016507043E0
2.021690350E2,4.205923854E0,-4.242772714E0,-1.475792792E0
2.021789900E2,4.151318461E0,-3.666052771E0,-7.634872469E-1
2.021889450E2,3.888525293E0,-3.130253398E0,-9.737952948E-3
2.021989010E2,3.453280780E0,-2.720162728E0,6.789799972E-1
2.022088560E2,2.980386044E0,-2.237209028E0,1.384980855E0
2.022188110E2,2.572583098E0,-1.650842641E0,1.996614815E0
2.022287660E2,2.318257284E0,-9.653244334E-1,2.409367575E0
2.022387210E2,2.202849619E0,-2.475407052E-1,2.566248225E0
2.022486760E2,2.185374046E0,4.256410468E-1,2.564429741E0
2.022586310E2,2.269032499E0,1.025908020E0,2.399359481E0
2.022685860E2,2.319113901E0,1.675122619E0,2.096982272E0
2.022785420E2,2.300958881E0,2.249391702E0,1.836812750E0
2.022884970E2,2.326534018E0,2.687514800E0,1.675593174E0
2.022984520E2,2.175281752E0,2.865977084E0,1.525013484E0
2.023084070E2,2.030244491E0,2.919793103E0,1.354986100E0
2.023183620E2,1.842561733E0,3.031656185E0,1.250200195E0
2.023283170E2,1.745152967E0,3.211970283E0,1.132706536E0
2.023382720E2,1.830842743E0,3.338315164E0,1.074288028E0
2.023482280E2,1.911956488E0,3.321305029E0,9.989022155E-1
2.023581830E2,2.059151371E0,3.291098313E0,1.071178186E0
2.023681380E2,2.274467486E0,3.319553788E0,1.365784592E0
2.023780930E2,2.643433226E0,3.421938534E0,1.738418290E0
2.023880480E2,3.059294220E0,3.533684673E0,1.958596365E0
2.023980030E2,3.401280321E0,3.602785898E0,2.051185855E0
2.024079580E2,3.684738134E0,3.570372443E0,2.106745952E0
2.024179140E2,3.938759308E0,3.377891459E0,2.150902956E0
2.024278690E2,4.308893321E0,3.090182721E0,2.105772976E0
2.024378240E2,4.699393187E0,2.731443762E0,2.024984482E0
2.024477790E2,5.047269773E0,2.316158718E0,1.886383252E0
2.024577340E2,5.465101864E0,1.951799415E0,1.693731675E0
2.024676890E2,5.800078908E0,1.854826267E0,1.513252540E0
2.024776440E2,6.052404975E0,1.938668323E0,1.365556405E0
2.024875990E2,6.252482661E0,2.153350015E0,1.407530204E0
2.024975550E2,6.429900048E0,2.470894756E0,1.741581488E0
2.025075100E2,6.585090414E0,2.722058396E0,2.152505970E0
2.025174650E2,6.890985746E0,2.756082759E0,2.645389996E0
2.025274200E2,7.318834702E0,2.685275316E0,3.212766674E0
2.025373750E2,7.677332756E0,2.744839148E0,3.643837445E0
2.025473300E2,8.282243003E0,2.822408311E0,3.992629706E0
2.025572850E2,9.093719591E0,2.362576255E0,3.874100505E0
2.025672410E2,9.906163309E0,1.887228028E0,3.450136440E0
2.025771960E2,1.059790646E1,1.617949129E0,2.982943617E0
2.025871510E2,1.135551733E1,1.736903715E0,2.679500898E0
2.025971060E2,1.191872582E1,2.459433628E0,2.285928906E0
2.026070610E2,1.243885436E1,3.550508866E0,1.852507846E0
2.026170160E2,1.300816735E1,4.518277436E0,1.527620319E0
2.026269710E2,1.308506057E1,4.827988662E0,1.441260452E0
2.026369270E2,1.253923936E1,4.510887140E0,1.644832288E0
2.026468820E2,1.129130789E1,3.405425997E0,2.094307609E0
2.026568370E2,9.726235127E0,1.928536853E0,2.574461224E0
2.026667920E2,8.382705184E0,5.839549953E-1,2.908575804E0
2.026767470E2,7.186837317E0,-4.282120675E-1,3.242917256E0
2.026867020E2,6.128500054E0,-1.308353679E0,3.181451325E0
2.026966570E2,5.318136776E0,-2.154315391E0,2.841591271E0
2.027066120E2,4.766382982E0,-2.641975515E0,2.463295130E0
2.027165680E2,4.427155012E0,-2.895457576E0,2.124212609E0
2.027265230E2,4.173649562E0,-2.993075087E0,1.758546453E0
2.027364780E2,3.818595518E0,-2.959925467E0,1.507326826E0
2.027464330E2,3.426944920E0,-2.866914393E0,1.432428671E0
2.027563880E2,3.037924401E0,-2.736669418E0,1.531361221E0
2.027663430E2,2.602638956E0,-2.655246356E0,1.680247704E0
2.027762980E2,2.112537035E0,-2.599045258E0,1.856134436E0
2.027862540E2,1.585047432E0,-2.601816253E0,1.981641265E0
2.027962090E2,1.055758640E0,-2.620253693E0,2.030778927E0
2.028061640E2,5.273060006E-1,-2.667355939E0,2.013460789E0
2.028161190E2,6.083501637E-2,-2.773792221E0,1.982222332E0
2.028260740E2,-3.959933245E-1,-2.947905346E0,1.931250984E0
2.028360290E2,-8.356536555E-1,-3.083154953E0,1.899407194E0
2.028459840E2,-1.197253658E0,-3.293582795E0,1.848976274E0
2.028559390E2,-1.464935097E0,-3.561770604E0,1.813578254E0
2.028658950E2,-1.743958966E0,-3.846556026E0,1.755447575E0
2.028758500E2,-2.048109489E0,-4.230134250E0,1.696879524E0
2.028858050E2,-2.363329377E0,-4.671744920E0,1.623333246E0
2.028957600E2,-2.712341493E0,-5.107766821E0,1.433432053E0
2.029057150E2,-3.166313469E0,-5.522706878E0,1.125551445E0
2.029156700E2,-3.511678677E0,-5.877210699E0,9.079135466E-1
2.029256250E2,-3.768426992E0,-6.225635755E0,6.257467997E-1
2.029355810E2,-4.116102435E0,-6.665243461E0,2.444720864E-1
2.029455360E2,-4.354230292E0,-6.990467350E0,-1.942468429E-1
2.029554910E2,-4.747339770E0,-7.267368094E0,-6.487345433E-1
2.029654460E2,-5.090364338E0,-7.498106825E0,-9.788506512E-1
2.029754010E2,-5.304573575E0,-7.821352016E0,-1.147850459E0
2.029853560E2,-5.501938738E0,-8.193055422E0,-9.330540888E-1
2.029953110E2,-5.564881091E0,-8.397783399E0,-3.008157103E-1
2.030052660E2,-5.639368771E0,-8.711384777E0,3.789276409E-1
2.030152220E2,-5.785719316E0,-9.042700880E0,9.004277949E-1
2.030251770E2,-5.957314630E0,-9.297293327E0,1.415228355E0
2.030351320E2,-6.229280325E0,-9.394374064E0,1.989911567E0
2.030450870E2,-6.595155226E0,-9.252451031E0,2.362444693E0
2.030550427E2,-6.733417318E0,-9.015684405E0,2.489800558E0
2.030649977E2,-6.546006455E0,-8.705768527E0,2.218883708E0
2.030749527E2,-6.182977978E0,-8.430935943E0,1.411728651E0
2.030849087E2,-5.856770588E0,-8.250677394E0,4.377706571E-1
2.030948637E2,-5.465505906E0,-8.194698490E0,-4.067219420E-1
2.031048187E2,-4.963018413E0,-8.403768024E0,-1.067925088E0
2.031147737E2,-4.626460866E0,-8.797258156E0,-1.583480963E0
2.031247287E2,-4.622573637E0,-9.274516668E0,-1.848612431E0
2.031346837E2,-4.780881153E0,-9.561469946E0,-1.840329266E0
2.031446387E2,-4.869479334E0,-9.626040164E0,-1.478227572E0
2.031545937E2,-4.528647473E0,-9.440586948E0,-7.934590510E-1
2.031645497E2,-3.775817873E0,-9.056620177E0,-7.327854909E-2
2.031745047E2,-2.700524855E0,-8.513988624E0,2.531458461E-1
2.031844597E2,-1.415325565E0,-7.844242111E0,1.460505831E-1
2.031944147E2,-2.698437399E-1,-7.200665982E0,-2.244137979E-1
2.032043697E2,7.882836074E-1,-6.595423613E0,-8.515206599E-1
2.032143247E2,1.752954907E0,-6.149911973E0,-1.626316495E0
2.032242797E2,2.606498119E0,-5.829912572E0,-2.411334432E0
2.032342357E2,3.182406176E0,-5.350003517E0,-3.110283694E0
2.032441907E2,3.563635865E0,-4.828025499E0,-3.444850849E0
2.032541457E2,3.762125448E0,-4.336612047E0,-3.328233980E0
2.032641007E2,3.737008733E0,-3.867946603E0,-2.806525519E0
2.032740557E2,3.438979660E0,-3.449959269E0,-2.076153320E0
2.032840107E2,3.019347796E0,-3.102381767E0,-1.311833357E0
2.032939657E2,2.562511854E0,-2.732382240E0,-7.160757565E-1
2.033039217E2,2.182512419E0,-2.237144709E0,-2.280800021E-1
2.033138767E2,1.902399799E0,-1.641090362E0,1.723982099E-1
2.033238317E2,1.787911316E0,-1.041459274E0,4.956216931E-1
2.033337867E2,1.773633585E0,-4.825724620E-1,7.431297270E-1
2.033437417E2,1.877280160E0,6.360835075E-2,9.388828857E-1
2.033536967E2,1.950838133E0,5.490266526E-1,1.066743804E0
2.033636517E2,1.980763013E0,9.795957327E-1,1.074875088E0
2.033736067E2,1.862115991E0,1.367277240E0,9.423115468E-1
2.033835627E2,1.714670847E0,1.677046353E0,7.015957848E-1
2.033935177E2,1.665314500E0,1.949547653E0,5.329795539E-1
2.034034727E2,1.703620779E0,2.261103675E0,4.624492693E-1
2.034134277E2,1.844317067E0,2.549897071E0,3.508074307E-1
2.034233827E2,2.148938876E0,2.825281048E0,2.000567094E-1
2.034333377E2,2.425127429E0,3.045404744E0,6.140753187E-2
2.034432927E2,2.686525451E0,3.261772773E0,-3.651600793E-2
2.034532487E2,2.950272884E0,3.594027354E0,-2.286012813E-2
2.034632037E2,3.216020064E0,3.711382141E0,4.764603674E-3
2.034731587E2,3.362674665E0,3.919140730E0,1.031448841E-3
2.034831137E2,3.244185517E0,4.291642866E0,-1.306020932E-1
2.034930687E2,3.209624380E0,4.398931671E0,-1.293635067E-1
2.035030237E2,3.051806275E0,4.423424488E0,-3.364034727E-2
2.035129787E2,2.888300584E0,4.334793563E0,3.729776604E-1
2.035229347E2,2.866341366E0,3.865986031E0,1.067608023E0
2.035328897E2,2.908769932E0,3.558500256E0,1.924082736E0
2.035428447E2,3.021728198E0,3.407716936E0,2.797723998E0
2.035527997E2,3.321875133E0,3.221381376E0,3.390611784E0
2.035627547E2,3.690407594E0,3.028715036E0,3.689935724E0
2.035727097E2,4.116055073E0,2.957333397E0,3.626153126E0
2.035826647E2,4.630798330E0,3.105737484E0,3.284223450E0
2.035926197E2,5.262130390E0,3.281861467E0,2.863430914E0
2.036025757E2,6.139247822E0,3.360591302E0,2.527438208E0
2.036125307E2,6.934724674E0,3.353409167E0,2.380083111E0
2.036224857E2,7.539588143E0,3.278133867E0,2.309837440E0
2.036324407E2,7.899471402E0,3.041548505E0,2.329137783E0
2.036423957E2,8.177778987E0,2.533503233E0,2.424849394E0
2.036523507E2,8.530133371E0,1.706000011E0,2.627184106E0
2.036623057E2,8.886346918E0,8.435988522E-1,2.923863350E0
2.036722617E2,9.223861654E0,5.960809511E-1,3.301029517E0
2.036822167E2,9.663495673E0,1.126041003E0,3.550155694E0
2.036921717E2,1.019332709E1,2.179077179E0,3.363659921E0
2.037021267E2,1.094921536E1,3.325747159E0,2.964569911E0
2.037120817E2,1.190223199E1,4.283245094E0,2.754157271E0
2.037220367E2,1.240400379E1,4.495052880E0,2.666040900E0
2.037319917E2,1.218924842E1,3.946229126E0,2.679980370E0
2.037419477E2,1.120035094E1,2.766606578E0,2.987014740E0
2.037519027E2,9.801260751E0,1.338797207E0,3.217174012E0
2.037618577E2,8.830231190E0,2.326197803E-2,3.472655821E0
2.037718127E2,7.974268985E0,-1.217173952E0,3.532275201E0
2.037817677E2,7.474310997E0,-2.264733042E0,3.391539445E0
2.037917227E2,7.139938554E0,-2.921320395E0,3.082128181E0
2.038016777E2,6.917616890E0,-3.020577466E0,2.573630919E0
2.038116327E2,6.873649921E0,-2.886545835E0,1.863920588E0
2.038215887E2,6.833888855E0,-2.739096597E0,1.147211870E0
2.038315437E2,6.598263021E0,-2.553669695E0,6.721982503E-1
2.038414987E2,6.123084363E0,-2.491003330E0,4.759212542E-1
2.038514537E2,5.518736619E0,-2.660576677E0,5.566338801E-1
2.038614087E2,4.811065650E0,-2.990835603E0,8.418809402E-1
2.038713637E2,4.011250749E0,-3.426985851E0,1.135176181E0
2.038813187E2,3.139482935E0,-3.945690013E0,1.287727625E0
2.038912747E2,2.218102081E0,-4.550131313E0,1.327046935E0
2.039012297E2,1.291716596E0,-5.136941503E0,1.302328123E0
2.039111847E2,4.755306602E-1,-5.703581724E0,1.291773899E0
2.039211397E2,-1.076121569E-1,-6.381466391E0,1.257636684E0
2.039310947E2,-8.647154868E-1,-6.873682081E0,1.191519805E0
2.039410497E2,-1.533334072E0,-7.051052105E0,1.081582941E0
2.039510047E2,-1.985520893E0,-7.267113740E0,9.499550271E-1
2.039609607E2,-2.330593740E0,-7.452131923E0,8.408262487E-1
2.039709157E2,-2.671605111E0,-7.561798207E0,6.950865912E-1
2.039808707E2,-3.067211934E0,-7.690308897E0,4.968344057E-1
2.039908257E2,-3.417561893E0,-7.845279408E0,2.688011813E-1
2.040007807E2,-3.862565410E0,-8.088907741E0,6.675671093E-2
2.040107357E2,-4.325207053E0,-8.380268065E0,-1.074800098E-1
2.040206907E2,-4.743634974E0,-8.584456928E0,-1.302186620E-1
2.040306467E2,-5.095073100E0,-8.852668710E0,-4.378870167E-2
2.040406017E2,-5.310815477E0,-9.198654308E0,1.220090251E-1
2.040505567E2,-5.345402343E0,-9.360507576E0,4.660663569E-1
2.040605117E2,-5.417970967E0,-9.319118060E0,8.117818129E-1
2.040704667E2,-5.523222603E0,-9.222758285E0,1.044197087E0
2.040804217E2,-5.558809342E0,-9.189295254E0,1.082868086E0
2.040903767E2,-5.570071664E0,-9.127779037E0,1.245006698E0
2.041003317E2,-5.647545517E0,-9.085943964E0,1.334904131E0
2.041102877E2,-5.786715682E0,-9.110350826E0,1.335881931E0
2.041202427E2,-5.976826789E0,-9.173048181E0,1.247772724E0
2.041301977E2,-6.180457828E0,-9.282928473E0,1.151971650E0
2.041401527E2,-6.210790844E0,-9.404517814E0,9.155769074E-1
2.041501077E2,-5.998087265E0,-9.535921707E0,6.582279365E-1
2.041600627E2,-5.684627389E0,-9.614396603E0,4.116100681E-1
2.041700177E2,-5.247828686E0,-9.600587819E0,9.120004579E-2
2.041799737E2,-4.744270567E0,-9.506954600E0,-3.908547914E-1
2.041899287E2,-4.335206376E0,-9.410788953E0,-1.034600417E0
2.041998837E2,-3.978744323E0,-9.342748412E0,-1.569269890E0
2.042098387E2,-3.705754196E0,-9.447469121E0,-1.889446900E0
2.042197937E2,-3.447325391E0,-9.694418088E0,-1.997418222E0
2.042297487E2,-3.346305969E0,-1.004815943E1,-2.075873677E0
2.042397037E2,-3.346039921E0,-1.042524871E1,-2.108331571E0
2.042496597E2,-3.238635925E0,-1.056654083E1,-2.063092979E0
